"ID","year","month","count","Country","Region","x","y","trap_type","genus","species","life_stage","prov_code","prov_name","temperature_c","precip_mm","precip_anomaly_mm"
4028,2020,9,0,"Italy","Veneto",12,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",15.207666015625,373.290248215199,91.3213552973633
4028,2021,6,0,"Italy","Veneto",12,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",6.18007812500002,272.0130616799,40.9091261348554
4028,2021,7,0,"Italy","Veneto",12,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.250390625,236.981688067317,-33.8413233735732
4028,2021,8,3,"Italy","Veneto",12,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.867333984375,343.791102059186,47.3118529189378
4028,2021,9,6,"Italy","Veneto",12,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",13.645654296875,370.270803570747,88.3019106529121
4030,2018,6,0,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",11.23818359375,237.990291789174,11.8267452344298
4030,2018,7,8,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.815576171875,173.016674816608,-72.2250874553408
4030,2018,8,13,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",16.37685546875,263.161732815206,4.68257508639778
4030,2018,9,2,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",16.711328125,274.991711601615,27.572545156415
4030,2019,6,2,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",6.79091796875002,256.200674921274,30.0371283665299
4030,2019,7,10,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",16.73525390625,158.723560161889,-86.5182021100606
4030,2019,8,15,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",16.619287109375,253.030148334801,-5.44900939400708
4030,2019,9,0,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",16.547265625,259.239058941603,11.8198924964028
4030,2020,6,0,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",10.36171875,206.884503364563,-19.2790431901813
4030,2020,7,1,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",13.142724609375,359.351132065058,114.109369793109
4030,2020,8,21,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",15.74404296875,247.027780860662,-11.4513768681458
4030,2020,9,0,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",16.317041015625,337.520234286785,90.1010678415852
4030,2021,6,2,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",7.49843750000002,276.080408133566,49.9168615788221
4030,2021,7,18,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",15.31875,197.604848071933,-47.6369142000164
4030,2021,8,0,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",16.021630859375,314.14104718715,55.6618894583412
4030,2021,9,0,"Italy","Veneto",12.2,46.3,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.772607421875,329.031005501747,81.6118390565472
4261,2018,6,11,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",12.76552734375,213.739344850183,-9.75685127611672
4261,2018,7,31,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",16.155419921875,175.467096269131,-57.0428424647876
4261,2018,8,97,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",17.69130859375,271.216972731054,31.5196078071105
4261,2018,9,77,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",18.19765625,253.347238525748,29.159985116816
4261,2019,6,24,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",8.42177734375002,267.051551491022,43.5553553647229
4261,2019,7,35,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",18.03017578125,127.186593599617,-105.323345134301
4261,2019,8,82,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",17.959130859375,256.254461593926,16.5570966699826
4261,2019,9,51,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",17.95546875,213.10644922778,-11.0808041811522
4261,2020,6,3,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",11.7484375,206.387460231781,-17.1087358945182
4261,2020,7,28,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.502099609375,354.447606950998,121.93766821708
4261,2020,8,84,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",17.13076171875,224.540274590254,-15.1570903336895
4261,2020,9,57,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",17.817041015625,301.93268507719,77.7454316682581
4261,2021,6,6,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",9.30703125000002,268.99962220341,45.5034260771104
4261,2021,7,18,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",16.7328125,168.223707005382,-64.2862317285367
4261,2021,8,58,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",17.548974609375,269.322861917317,29.6254969933736
4261,2021,9,47,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",16.303857421875,295.396983623505,71.2097302145724
4261,2022,6,15,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",12.961572265625,189.608053769916,-33.888142356383
4261,2022,7,38,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",17.439111328125,232.217065058649,-0.292873675269732
4261,2022,8,53,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",19.122705078125,221.21391678229,-18.4834481416536
4261,2022,9,49,"Italy","Veneto",12.2,46.2,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",18.032861328125,225.830995943397,1.64374253446502
4481,2010,6,0,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",11.531884765625,183.667340315878,32.5342424912378
4481,2010,7,20,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",16.119287109375,192.744573578238,47.8591463927712
4481,2010,8,82,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",19.251611328125,86.9679828174412,-69.2448148204546
4481,2010,9,48,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",16.8353515625,177.13361652568,24.5351582166872
4481,2011,6,0,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",13.6791015625,109.447470167652,-41.6856276569888
4481,2011,7,22,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",15.964013671875,177.5694033131,32.683976127633
4481,2011,8,116,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",16.51064453125,163.877367042005,7.66456940410924
4481,2011,9,79,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.61123046875,143.877025227994,-8.72143308099891
4481,2012,6,7,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",12.216455078125,129.785537719727,-21.347560104914
4481,2012,7,67,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",16.933984375,145.196397788823,0.310970603355344
4481,2012,8,200,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.122705078125,224.123103078455,67.9103054405589
4481,2012,9,105,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",19.003564453125,149.825606029481,-2.77285227951194
4481,2013,6,2,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",10.219384765625,275.910271331668,124.777173507027
4481,2013,7,28,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",15.32216796875,139.021086506546,-5.86434067892176
4481,2013,8,80,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.679345703125,97.6002698298544,-58.6125278080414
4481,2013,9,38,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.4251953125,122.618889436126,-29.9795688728669
4481,2014,6,12,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",11.244775390625,86.9584770407528,-64.1746207838878
4481,2014,7,30,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",16.195458984375,144.609706476331,-0.27572070913655
4481,2014,8,79,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",16.94228515625,208.643887657672,52.4310900197763
4481,2014,9,59,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",15.89638671875,197.485852520913,44.8873942119203
4481,2015,6,14,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",13.424462890625,161.303257569671,10.1701597450301
4481,2015,7,124,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",17.102685546875,127.437254413962,-17.4481727715049
4481,2015,8,133,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",21.0619140625,132.472864817828,-23.7399328200679
4481,2015,9,89,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",19.133447265625,108.430344844237,-44.1681134647557
4481,2016,6,2,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",11.505517578125,203.258103691041,52.1250058664009
4481,2016,7,27,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",15.773828125,158.465481363237,13.5800541777696
4481,2016,8,71,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.887841796875,175.0453915447,18.8325939068039
4481,2016,9,82,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.13271484375,129.43904241547,-23.1594158935227
4481,2017,6,7,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",13.01162109375,107.496180338785,-43.6369174858555
4481,2017,7,53,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.08681640625,179.877583868802,34.9921566833343
4481,2017,8,89,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.8109375,178.664356935769,22.4515592978735
4481,2017,9,51,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",19.195458984375,175.409166142344,22.8107078333518
4481,2018,6,12,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",13.27529296875,156.212838366628,5.07974054198712
4481,2018,7,47,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",17.290185546875,106.518000829965,-38.3674263555024
4481,2018,8,99,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",19.12099609375,160.103580914438,3.89078327654195
4481,2018,9,65,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",19.574609375,145.071981474757,-7.52647683423544
4481,2019,6,16,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",9.56826171875002,203.678552061319,52.5454542366788
4481,2019,7,81,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.65517578125,119.888973422348,-24.9964537631188
4481,2019,8,146,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",19.254052734375,164.10517366603,7.89237602813435
4481,2019,9,102,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.859765625,147.565353196114,-5.03310511287833
4481,2020,6,4,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",13.812890625,128.870904445648,-22.2621933789924
4481,2020,7,46,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",16.027490234375,190.074238926172,45.1888117407049
4481,2020,8,102,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.72841796875,115.195873891935,-41.0169237459611
4481,2020,9,68,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",19.024072265625,231.307290494442,78.7088321854494
4481,2021,6,28,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",11.109765625,171.996758319438,20.8636604947969
4481,2021,7,66,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.4828125,65.5199051834643,-79.365522002003
4481,2021,8,127,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.502099609375,216.265586204827,60.052788566931
4481,2021,9,60,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",17.717919921875,147.809587419033,-4.78887088995958
4481,2022,6,78,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",14.651025390625,140.968502964824,-10.1645948598161
4481,2022,7,123,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",18.937158203125,134.891769848764,-9.99365733670336
4481,2022,8,131,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",20.810205078125,113.310294458643,-42.9025031792532
4481,2022,9,60,"Italy","Autonomous Province of Trento",11.1,46.1,"ovitrap","Aedes","albopictus","eggs",22,"Trento",19.484033203125,148.665511514992,-3.93294679400111
4492,2018,6,3,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.34755859375,171.107733622193,-32.3968129232526
4492,2018,7,37,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",17.661279296875,155.325494706631,-38.7194593037878
4492,2018,8,82,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",19.38662109375,216.381936334074,27.2219192369708
4492,2018,9,46,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",20.039453125,189.840277656913,10.5676721681708
4492,2019,6,15,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",10.14833984375,266.522172838449,63.0176262930036
4492,2019,7,27,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",19.47744140625,95.1730879023671,-98.8718661080514
4492,2019,8,48,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",19.599755859375,207.456250209361,18.2962331122586
4492,2019,9,28,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",19.613671875,153.388056438416,-25.8845490503258
4492,2020,6,0,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",13.000390625,186.607360839844,-16.8971857056022
4492,2020,7,25,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",15.802880859375,311.187151819468,117.142197809049
4492,2020,8,50,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",18.57607421875,179.998558014631,-9.16145908247148
4492,2020,9,39,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",19.315087890625,263.782776892185,84.5101714034432
4492,2021,6,20,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",10.69765625,255.927295424044,52.4227488785982
4492,2021,7,45,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",18.125390625,137.323094531894,-56.7218594785247
4492,2021,8,43,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",18.933740234375,241.831433959305,52.6714168622025
4492,2021,9,25,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",17.780419921875,244.474314153194,65.2017086644524
4492,2022,6,8,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",14.365869140625,148.174242582172,-55.3303039632738
4492,2022,7,14,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",18.962548828125,189.670971594751,-4.3739824156676
4492,2022,8,45,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",20.777001953125,177.633027080446,-11.5269900166563
4492,2022,9,20,"Italy","Veneto",12.2,46.1,"ovitrap","Aedes","albopictus","eggs",25,"Belluno",19.560205078125,177.780182566494,-1.49242292224829
